tanggal,sentimen
2023-10-27,@Aswicahyono Karena....... Beliau ada saham di sana (Indofood)
2023-10-27,[Career Opportunity at Indofood] Daftarnya bisa langsung ke https://t.co/Xovr2he59Y yaps! https://t.co/N8xHqeX8Vo
2023-10-27,@coffebit loker indofood
2023-10-27,Pop Up Booth Espessia Es Potong ada lagi nih!! Jangan sampai kelewatan buat nyobain lezatnya Es Potong ala Singapore! Pop Up Booth Espessia akan ada di Taman Mini Indonesia Indah mulai 28 sampai 29 Oktober! Yuk datang dan jangan lewatkan keseruannya. Sampai jumpa di sana ya! https://t.co/gASxHsOS23
2023-10-27,Stock Picks 27 Oktober 2023 INDF Spec Buy dengan support 6650 cut loss jika break di bawah 6550 jika tidak break di bawah 6650 potensi naik 6850-6950 short term. #cgscimbid #stockpicks #investasi Disclaimer: https://t.co/nXe3rnNZQE
2023-10-27,@husni6680 @hidahidaan Sy terakhir ke palembang th 2010 4 hari kunjungan kerja ke indofood Tidur di hotel wisata ps.16 ilir Makan martabak HAR pempek sudi mampir Pulang bawa oleh2 kerupuk kemplang . Mantaaaaap
2023-10-27,TKIM Buy if Break 7950 dengan resistance di 8150-8350. Support di 7600 cutloss jika break di bawah 7500. INDF Spec Buy dengan support di 6750 cutloss jika break di bawah 6600. Jika tidak break di bawah 6600 potensi naik ke 6900-6975 short term.
2023-10-27,Trading Idea Hari Ini - Jumat 27 Oktober 2023 BMRI BBNI TKIM INDF MAPA PGEO
2023-10-28,tanyarl LOOKING FOR RESPONDENTS Kriteria: 1. Generasi Z (kelahiran 1997-2012) 2. Berdomisili di Jakarta Barat 3. Tertarik bekerja di industri FMCG (seperti Unilever Mayora Nestle dan Indofood) Link kuesioner bisa di scan dibawah ini ya Thank you https://t.co/mDzCi3OC7v
2023-10-28,@FOODFESS2 @indofood mie siramnya balikin lagi dung https://t.co/N8vC46tQZa
2023-10-28,@diankrtn @Sentjoko Ya sama neng dengan orang yang bukan kelompok dan kaummu itu yang punya pabrik besar dan jadi konglomerat mereka juga hasil usaha. Bilang aja kamu iri dengki karena kaummu tidak ada yang punya bank BCA dan pabrik indofood
2023-10-28,@IDGAFlSM @honeyzazazo @autumnskypeia @okcompawter Indofood yg di mana banh
2023-10-28,Area pemasaran dan distribusi kami antara lain Kota dan Kabupaten Cirebon Kota dan Kabupaten Tegal Kabupaten Banyumas Purbalingga Cilacap Brebes Indramayu Kuningan dan Majalengka. PT Indofood CBP Sukses Makmur Tbk - Noodles Division membuka 4 posisi untuk D3 s/d S1
2023-10-28,yang merupakan anak perusahaan dari Indofood Group. PT. Indofood CBP Sukses Makmur Tbk Cabang Cirebon adalah pabrik ke 17 yang terletak di Jalan Raya Cirebon Tegal Km 18 Desa Ender Kec. Pangenan Kab. Cirebon Jawa Barat dan sudah menerapkan konsep Green Industry .
2023-10-28,4 Posisi Lowongan PT Indofood CBP Sukses Makmur Tbk - Noodles Division PT. Indofood CBP Sukses Makmur Tbk Noodle Division - Cabang Cirebon diresmikan pada tanggal 25 Mei 2016. Kami memproduksi mi instan dengan Brand Indomie Supermi Sarimi Sakura Pop Mie https://t.co/f6o4c3fpEl
2023-10-30,utk kebutuhan pokok kaya detergent dkk aku memutuskan pindah ke kao dan wings utk kebutuhan dapur hampir rata2 aku pake produk sasa dan indofood maaf bango kecap mu emang kurang di lidah aku saat nya ganti kopi ke excelso dan krimer pake kapal api krimer
2023-10-30,@Humangucc Kalo sedaap apa indofood?
2023-10-30,Indomilk Kids Luncurkan Games Indomilk-Kiko Ocean Heroes. PT Indolakto anak usaha PT Indofood CBP Sukses Makmur Tbk (ICBP) melalui produk Indomilk Kids meluncurkan permainan edukatif interaktif dan fun https://t.co/J7FI9gbALA #PendidikanKesehatan via @beritajatimcom
2023-10-30,@moawazznies @pacarganyu Mjb tapi Milkuat sejak 2014 udah dilepas dari Danone dan diakuisisi (dibeli) Indofood kak jadi aman https://t.co/lBDsT4glLx
2023-10-30,@Yoursweetsugarr @AnisahAprilian8 @tanyakanrl Kecap nya indofood enak kok rasanya dibawah bango sedikit persis kecap dibumbu mie indomie
2023-10-30,@yyeagurll @FOODFESS2 Yg gampang dicari sampe warung2 itu indofood kak. Aku tipe manusia kalo ini udah enak ga usah lenjeh coba2 yg lain wkwk
2023-10-30,@sourbae_ @tanyarlfes Akhirnya pindah mostly ke wings mayora Nissin Indofood sama Garudafood. Mungkin ini semua ada hikmahnya produk lokal bisa unjuk gigi 
2023-10-30,@Sol_Sepatu__ Hahaha aku di official store nya Indofood Snack soale hehehe
2023-10-30,@0514Betty @tanyarlfes Asliii. Danon nesle kan mostly kita beli ya. Ampe kemaren bengong ngeliatin lorong air minum. mau beli air merk apa karena banyakan brand mereka. Udah kebayang segernya pyurlaif nesle alhasil beli club aja indofood pride 
2023-10-30,@tanyakanrl Indofood... 
2023-10-30,@hyuuckrenlov @tanyarlfes Susu bisa pakai cap 3 sapi 1 pabrik sama indofood Kecap coba ABC yg gold di aku ini teksture n rasa yg paling mendekati sama bango
2023-10-30,@Yoursweetsugarr @AnisahAprilian8 @tanyakanrl Ihh kecap indofood yg kuning itu lo kakk enak juga kokk. (Ini indofood ada kaitan ke israel ga?)
2023-10-30,@donjuceyo @FOODFESS2 saus thailand enak punya finna kak. cobain dehhhh itu enak bangettt hikssss klo indofood rasanya agak kurang di aku 
2023-10-30,Ketika anak akuntansi tiap dapet tugas makenya lapkeu Indofood terus soalnya gampang diakses dan lengkap https://t.co/7lAw8Zn5jq
2023-10-30,@mhabibwalid142 @LAnggreini10 Indofood itu produk indonesia kan?
2023-10-30,@gIomeruIus ngga dia Indofood kayanya aman
2023-10-30,@LAnggreini10 Indofood menangis melihat ini 
2023-10-30,@indofood mau cobain Indomie tori miso beli di Sarinah pas mau di masak kagak ada bumbunya balik lagi dah tau nih bisa di ganti apa kaga ya? https://t.co/SVTaNYiVVW
2023-10-30,Lowongan Kerja Lulusa D3 - PPIC Staff Pabrik Indofood Bekasi. - Daftar Online; https://t.co/nS8iaGTBAm
2023-10-30,Lowongan Kerja - WWT Operator Pabrik Indofood Tangerang. #D3 open. - More Info: https://t.co/hPuK8UxxH4
2023-10-30,Lowongan Pekerjaan Mekanik Teknik Pabrik Indofood Purwakarta. #D3 masuk. - More Info: https://t.co/l1jK7tCHNb
2023-10-30,Loker Tech Utility Field Pabrik Indofood Jakut D3 masuk. - More: https://t.co/c7eMrnaa8o
2023-10-30,Loker Operator Teknik Pabrik Indofood Bandung #D3 masuk. - Daftar: https://t.co/qd65p0n0RP
2023-10-30,Lowongan kerja Operator Pabrik Indofood Surabaya #SMK #SMA Masuk. - Daftar: https://t.co/mIVpiK0lTc
2023-10-30,Berarti indofood aman yesss
2023-10-30,[New Feature] Screener Volume Profile Bagaimana cara mudah mencari saham-saham yang sudah berada pada trading zone alias support/resistance? Gunakan screener vprofile kami untuk melihat list sahamnya sesuai dengan volume profile foreign/whale seperti HRUM dan INDF. https://t.co/s12w8h8Twn
2023-10-30,@pacarganyu mjb mau nanyaa Indofood ga pro Israel kan ya?
2023-10-30,@naneunnayu @convokiIler aku lebih suka kecap indofood kak. coba de
2023-10-30,Band rock legendaris Indonesia God Bless merayakan 50 tahun perjalanan musiknya dengan menggelar konser bertajuk 'Indofood Present God Bless Konser Emas 50 Tahun with Tohpati Orchestra' pada 10 November 2023. Dalam konser ini karakter musik rock akan berpadu dengan kemegahan https://t.co/8SMCBKzqdC
2023-10-30,@biarcepat Indofood tah
2023-10-30,Buat aku yang pecinta sambal saus sambal indofood pedas dahsyat ini paling cocok di lidah aku. Pedasnya bener-bener nampol sampe mau nangis Cocok banget buat jadi cocolan gorengan campuran topping ataupun bumbu masakan. Bisa diliat ini biji cabenya sebanyak itu https://t.co/WLmJnjVaOv
2023-10-30,Rupiah melemah = outflow terus terjadi = aku kudu piye... Jangan lupa follow tiktok kita ya https://t.co/87O9bI62Nh #AMMN #FILM #INKP #UNTR #INDF #BBRI #BBCA #BMRI #TLKM #GOTO #saham #ihsg #pasarmodal #infosaham #sahampemula #belajarsaham #investasi #tradingsaham #rupiah https://t.co/yY1Czh4pRb
2023-10-30,@reytenstiel Gatau euy lupa.... Kemaren ada postingannya tp aku ga save. Coba cari aja deh atau ga soalnya kemaren banyaaak bgt daftarnya. Kalo perusahaan2 kaya ultra jaya indofood dkk yg emang asli indo baru aman bgt
2023-10-30,@chazor_mizuki ih kan Indomie dari indofood mie sedap dari wings food. nestle dan produknya minuman or susu dan coklat gituh.
2023-10-30,@2And1__131722 @nerofortes Bukan brand lokal dong ka. Itu brand luar. indofood tuh baru brand lokal
2023-10-30,@gugicats Since gw picky bgt masalah kecap bener dah abc sedaap indofood gak enak. Yg rasanya rada mirip bango coba kecap ikan dorang clem enak jg kok biasanya abang2 sate di sini pake kecap itu
2023-10-30,IHSG Diprediksi Lesu Cek Saham ASII ENRG EXCL dan INDF https://t.co/Wol8d3xFAd
2023-10-31,@srfvckdn @fullmoonfolks Emang indomie masuk daftar barang yg diboikot? Setahu saya indomie produk indonesia indofood group ya klu gak salah. Lanjutkan lagi aja hobinya makan indomie 
2023-10-31,@hyuuckrenlov @tanyarlfes Ane pernah pake bango beralih ke indofood. Lebih manis dan lebih murah. 
2023-11-02,Xforce| Pajero Dakar 4x2| Xpander Ultimate - CrossCVT - SPORT MT/AT - Truck Commercial Canter Plat Hitam - Kuning| Pick Up L300 | Karoseri Bus Dump Box Dll | Tersedia Nik2022| Konsultasi Gratis WA 08161446610 #xforce#testdrivexforce#mobilkantor#unilever#indofood#mayora#pertamina https://t.co/vAe8sZVfZQ
2023-11-02,@softgrimm Jalan ninjaku pas naik motor lewat jalan mungil samping menara indofood yg ada masjid wkwkwk
2023-11-02,Aku cinta produk lokal lebih cinta lagi kalau ingfo loker yang pas di nabati paragon juga boleh eh mayora menarik sih indofood gasi? Eh sushi tei juga boleh se umur hidup baru mam 3x sushi tei soalnya xixi https://t.co/75mL4QCTMU
2023-11-02,@589186gh633 @Widino Myroti joint venture Yamazaki - Alfamart kalo Sariroti produksi Nippon Indosari yg masih naungan grup Salim (Indofood Indomaret)
2023-11-02,Temennya chitato aja chiki atau qtela biar tetep indofood fortuna makmur 
2023-11-02,gegara makan saos dikit efeknya gamain main bung tp aneh aja c klo saos kek indofood abc atau beberapa merk lain enih ai b aja
2023-11-02,haaai @Indomielovers @indofood hidup lagi cape capenya udh bikin telur dadar dan udah rebus mi nya lahkok tersadar ga ada bumbunya sama sekali beli di indomaret wiguna surabaya https://t.co/x7OpxThS2f
2023-11-02,Jangan suruh kirim Indomie dari mariiiiii Indofood punya 3 pabrik di KSA 2 di Jeddah 1 di Dammam.
2023-11-02,Nostalgia lagu-lagu @GodBlessRocks ! Yuk ikut merayakan Konser Emas 50 Tahun God Bless With Tohpati Orchestra tanggal 10 November 2023 di Istora Senayan Jakarta. Beli tiketnya sekarang di https://t.co/UQYXd5BFij ajakin mamah papah biar bisa ikut nostalgia https://t.co/8adNXvXVVu
2023-11-02,Akubudah Nemu es krim pengganti merk2 pro zionist! Es kulkul Indofood okeyyyyyy 
2023-11-02,@birridbirrid @convomfs Lahh??? Kocak wkwk perusahaan asli indo kaya Mayora Wings Indofood aja masih ada terus gak di semua kota ada Starbucks. Kagak mungkin orang gak beli air galon gak beli sabun shampo dll cm ganti brand yg dipake. Otak tuh dipake jgn jdiin pajangan pantesan tolol
2023-11-02,Informasi berkaitan dengan Indofood dapat dibaca melalui webiste resmi perusahaan di https://t.co/S17NaQLuh3 atau akun instagram @rumahindofood
2023-11-02,Untuk itu Indofood menghimbau kepada masyarakat agar waspada dan berhati-hati selalu melakukan cek dan ricek lebih teliti kepada perusahaan yang resmi.
2023-11-02,Modusnya adalah menawarkan pembelian wood pallet dengan sistem open batch melalui akun instagram @violettasrescue. Perusahaan menegaskan bahwa Indofood tidak pernah / tidak ada kerja sama dengan Reseller Wood Pellet Violetta s Rescue. https://t.co/YwK5hmHb6o
2023-11-02,PT Indofood Sukses Makmur Tbk (Indofood) mengumumkan bahwa ada pihak yang tidak bertanggung jawab telah memanfaatkan nama Indofood dengan tujuan untuk menarik perhatian pembeli/calon investor.
2023-11-03, Informasi Lowongan Kerja di Indofood Group 1. Administration 2. Accounting Admin Area Sales 3. Operator 4. Production Supplies Store - Store Keeper 5. Nutrition Advisor https://t.co/SKwigZAnmI https://t.co/5fLc1CX3XW #zonauang #loker #lokercot #jobs #Hiring
2023-11-03,Bersiap untuk perayaan Konser Emas 50 Tahun God Bless with @tohpati orchestra yang dipersembahkan oleh Indofood! Siapa penampil yang ingin sekali Anda saksikan? Link pembelian tiket : https://t.co/pWRkngvtIW #GodBless50tahun #TohpatiOrchestra #KonserEmas #RumahIndofood https://t.co/L0lVz8okSr
2023-11-04,Lowongan PT Oji Indo Makmur Perkasa (Indofood Group): 1. Accounting Staff 2. Tax Staff Cara melamar: https://t.co/ivVrFfvq5Z https://t.co/GBLa1gjVCz #loker #lowongankerja #infoloker #lowongan #dapetkerja #recruitment https://t.co/4fRMvoj81V
2023-11-04,Informasi Lowongan Kerja Administration di Indofood Group Pendidikan minimal D4/S1 Usia maksimal 30 tahun Disiplin jujur rapi teliti https://t.co/3JqYPxipLo https://t.co/5fLc1CX3XW #zonauang #loker #lokercot #jobs #Hiring
2023-11-04,Gue hari ini belanja bulanan pas di rak bagian pasta gigi agak lama soalnya mau mastiin yg gue ambil bukan product dari si U beli air minum jg sama tadi akhirnya ambil club krn product indofood.
2023-11-04,@_ayy02 biasanya pake merk apa? aku pake indofood hampir tiap masak
2023-11-04,@worksfess Indofood mana dulu nih
2023-11-04,Pemboikotan ini menguntungkan alias mempermudah pekerjaan seseorang. Siapa? Yap sales Wings dan Indofood. Dengaren wong-wong tumbas neh. Biyasane ning toko turah. 
2023-11-04,Indofood ketiban pulung..... #boycott
2023-11-04,@halfhooman_ Ga disuruh kompres air anget pake botol kaca bekas saos indofood
2023-11-04,Yuk nostalgia lagu-lagu @godblessrocks di perayaan Konser Emas 50 Tahun God Bless with @Tohpati Orchestra yang dipersembahkan oleh Indofood! Bakal ada sajian special racikan Musik Rock dengan Orkestra di Istora Senayan Jakarta pada Jumat 10 November 2023. Beli tiketnya https://t.co/qE8VoxSoRN
2023-11-04,PT Oji Indo Makmur Perkasa (Indofood Group) https://t.co/ip8rn34r0W https://t.co/8aHxJQ9v0K
2023-11-04,Konser Emas 50 Tahun God Bless ️ Jumat 10 November 2023 Istora Senayan Jakarta Link pembelian tiket : https://t.co/F5lt6VNMM8 Promoted by: Northstar Entertainment Supported by: Mata Elang Productions Organized by: @megapro_com Informasi lengkap di @godblessrocks. https://t.co/WLJpseZRxk
2023-11-04,Info Karir Di PT Oji Indo Makmur Perkasa (Indofood Group). https://t.co/Gr87eyp2Ip . Bagikan link postingan ini untuk bisa membantu orang lain yang membutuhkan pekerjaan. #lowongankerja #bursakerja #infolowongankerja #peluangkarir #cikarang #bekasi #lokercikarang #lokerbekasi https://t.co/XbcikaosOl
2023-11-04,@Ahmad_Raditya26 @tvOneNews untuk mie instan juara dunia masih di pegang produk anak negri Indofood dan wingsfood jd aman
2023-11-04, Konser Emas 50 Tahun God Bless ️ Jumat 10 November 2023 Istora Senayan Jakarta Link pembelian tiket : https://t.co/d8kQcktK87 Promoted by: @northstarentertainment.id Supported by: @mataelangproductions Organized by: @megapro_com Informasi lengkap di @godblessrocks. https://t.co/x6lZqjEJtn
2023-11-04,@snowsmilkeu @civeryw @tanyakanrl Bener beda sm indofood dlu pas kerja di swalayan soalnya gtu klo indofood mah enak produk yang coba² gtu klo emang gak laku di tarik &amp; yang exp di return soalnya bayarnya biasanya jatuh tempo
2023-11-04,@Jhonny21775955 @tvOneNews Pabrik nya nanti di beli sama perusahaan asli indo kayak indofood ato wingsroup kebanyakan produk pendukung israel hanya lisensi doang tetep pabriknya beda saatnya beralih ke produk lokal supaya kita lebih mandiri dan supaya umkm kita naik level. Emang dasar nya lu benci islam
2023-11-04,@idaelso @obatbatukwoodz Itu bisa buatan Indofood. Atau Rose Brand.
2023-11-04,@skripsimaniaaa @jawafess Lays di bawah pepsi co dan udah ga kerjasama sama indofood. Produk serupa yg ga kalah enak chitato lite. Bener gak @indofood_cbp 
2023-11-04,@tahalele_yelly @tvOneNews justru skrg ini awal utk membangkitan cinta produk2 dlm negri. indofood wings food hasil karya anak negri dan masih banyak yg lain semakin cinta produk sendiri maka smakin membuka peluang besar untuk lapangan pekerjaan seluas2nya.
2023-11-05,Informasi Lowongan Kerja Retail Sales Staff di Indofood Group Pria/Wanita Min. S1 Semua Jurusan Ada minat dalam bidang Marketing https://t.co/6FsQR4aGbr https://t.co/5fLc1CX3XW #zonauang #loker #lokercot #jobs #Hiring
2023-11-05,@sabrinalestarii @tanyarlfes Banyak sebenernya yg model gini. kaya dulu indofood dg fritolay. kao juga bukan lokal sama kaya unilever gitu (unilever indonesia) dibawah unilever pusat kao indonesia (dibawah kao jepang). kalo mau ditelusur satu2 bisa-bisa produk yg afiliasi aja jg diboikot
2023-11-05,Indofood mempersembahkan Konser Emas 50 Tahun God Bless ️ Jumat 10 November 2023 Istora Senayan Jakarta Link pembelian tiket : https://t.co/GeFhD1dq8A Informasi lengkap di @godblessrocks #GodBless50tahun #GodBless https://t.co/GtTZlUkY8a
2023-11-05,Paiiiit anjir @indofood https://t.co/TdAo1bmluF
2023-11-05,@Sandal_Bakiiak kecap bango ato abc ato indofood? 
2023-11-05,@sanachrie Indofood kecapnya kan enakk
2023-11-05,Popok &amp; produk bayi : -NMBabyShop https://t.co/6Vu0BdWkF5 - Merries OS https://t.co/8Qle0rC61U - Unicharm https://t.co/yuFeKjK3Xa Snack &amp; Cemilan : - Garudafood https://t.co/pdYxdTL871 - Oreo Kraft&amp; Cadburry https://t.co/KtNoJj37yK - Indofood Snack https://t.co/ZM9Eip9E9A
2023-11-05,alhamdulillah dapat project indofood https://t.co/3wxaPX1Xad
2023-11-05,Bersiap untuk perayaan Konser Emas 50 Tahun God Bless with @Tohpati orchestra yang dipersembahkan oleh Indofood! Dengan penampilan spesial dari @padireborn Nicky Astria @anggun_cipta @eetsjahranie @FishGOD @kotakband_ Siapa penampil yang ingin sekali kamu saksikan? https://t.co/CPmYkyZ1M9
2023-11-05,@aldianiskandar @rakathoanASLI @pendegabayu Sales indofood ya tau 
2023-11-05,@worksfess Fmcg tapi bukan yang di pict. Mayora indofood atau lainnya
2023-11-05,@athepipel125 Club punya indofood
2023-11-05,IRN. Terima kasih Indofood atas dukungannya dalam pengembangan riset di Indonesia! /2024 
2023-11-05,Kalian suka Nasi Goreng? Ini dia promo Indofood kecap hanya Rp 13.900 di Indomaret! Ayo buruan beli dan nikmati rasa lezatnya!
2023-11-07,@mommalilgurl Indofood sambal pedas dahsyat juga
2023-11-07,@tanyakanrl Paling bener yg indofood aja gess
2023-11-07,@txtdrkuliner upnormal semenjak diambil indofood emg kayaknya entah ngak niat nyari untung tapi buat indofood upnormal itu adalah semacam Lap sih disitu bisa dilihat pasar maunya mie seperti apa yg laku. data dari upnormal inilah buat salah satu jd reverensi strategi mereka mau bikin rasa apa
2023-11-07,Dalam Musniklub PUK SPAI FSPMI PT. Indofood CBP Sukses Makmur Terpilih Ketua dan Kepengurusan Baru https://t.co/5cEL5kev6y https://t.co/dEUy1QfQAg
2023-11-07,Dalam Musniklub PUK SPAI FSPMI PT. Indofood CBP Sukses Makmur Terpilih Ketua dan Kepengurusan Baru https://t.co/DwNb6AWyat https://t.co/ZVJR1hYxtt
2023-11-07,@tanyakanrl Pantes lays cheetosh dan doritos berubah nama jadi tau kan? Btw Itu rasa masih sama masih ada royalty kaga ya dr Indofood ke pepsico?
2023-11-07,@el_quinna23 Indofood atau ABC bisa di coba Kak 
2023-11-07,Ko $INDF ikut mrosot juga napa ya min? Diboikot kaga.. Di-cancel kaga... 
2023-11-07,@el_quinna23 @44Oktiva SH dari tangerang Indofood jg lumayan enak
2023-11-07,Mayora x Indofood berantem
2023-11-07,@suciitawake Ya Allah baru liat Aku pikir Sasa cuma bubuk putih ituuu Indofood juga ada ternyata yg rasa ayam-sapi
2023-11-07,Dalam Musniklub PUK SPAI FSPMI PT. Indofood CBP Sukses Makmur Terpilih Ketua dan Kepengurusan Baru https://t.co/nZnOvzgxsw https://t.co/asHfIVYYQV
2023-11-07,PT Indofood CBP Sukses Makmur Tbk - Noodles Division membuka 4 posisi untuk D3 s/d S1 Daftarkan diri kamu di https://t.co/kh6pyX7OY9 dan bagikan kesempatan ini dengan teman-teman kenalan atau saudaramu ya! #ecc #lowongan #karir #loker #jobseeker #akuntansi #teknikelektro https://t.co/EcItWITQQ6
